"","DATESTAMP","COLOR","HHID","UNIQUE_HHID","HAVEPHONE","SPOUSEMOBILE","NUMOTHERPHONES","PRIMARYCOOK","AGE","FUEL","KNOWLUNCH","LUNCHYESTERDAY","WOODLASTWEEK","WOODLASTMONTH","GATHERWOODWEEK","GATHERLASTMONTH","VEHICLE","STOVES","DECISIONS","NOTES","DATESURVEY","PARISH","DATE","GROUP","MAXBID","MAXBIDNOVEL","SALE_DATE","SERIALNUMBER","PAID_PRICE","GENDER","STATUS","INCOME","HOWPAID","MAINEMPLOYER","TIMEEMPLOYED","HAVEPHONE1","SPOUSEMOBILE1","COWS","HOWMANYCOWS","VEHICLE1","TV","RADIO","FUEL1","WOODLASTWEEK1","WOODLASTMONTH1","GATHERWOODWEEK1","GATHERLASTMONTH1","STOVES1","PRIMARYCOOK1","PRIMARYCOOK2","DECISIONS1","DECISIONS2","TYPICALNUMEATING","WINNING_AMOUNT","WIN_TRADITIONAL_OFFER","WIN_NOVEL_OFFER","DEPOSIT_ON_SALES_DAY","PAID_IN_FULL","BALANCE_DUE_AFTER_SALES_MEETING","TOTAL_COLLECTED","RETURNED","DEFAULT","PAYMENT_COMPLETE","AMOUNT_REFUNDED","NOTES_WINNERS","DATE_SALE","FORECASTED_COLLECTION","ACTUAL_COLLECTION","FEMALE","HAVEPHONE2","VEHICLE_DISCRETE","BICYCLE_DUMMY","CAR_DUMMY","MOTORCYCLE_DUMMY","RADIO_DUMMY","BUYWOOD_DUMMY","GATHERWOOD_DUMMY","RESPONDENT_PRIMARY_COOK","HH_PHONES","WOOD","MARRIED1","MARRIED","TIME_EMPLOYED","WIFECOOK","JOINTDECISION","TSF_PRIMARY","SELFEMPLOYED","KNOWLUNCH_Dummy","TYPICALNUMEATING_Dummy","CASHPAID_Dummy","INCOME_Dummy","COWS_Dummy","TV_Dummy","ASSET_TOTAL","No_message","Improves_Health","Time_Money_Health","Time_Money","Female_AGE","Female_MARRIED","Female_WIFECOOK","Female_JOINTDECISION","Female_KNOWLUNCH_Dummy","Female_LUNCHYESTERDAY","Female_HH_PHONES","Female_INCOME_Dummy","Female_MOTORCYCLE_DUMMY","Female_CAR_DUMMY","Female_RADIO_DUMMY","Female_COWS_Dummy","Female_TV_Dummy","Female_WOOD","Female_TSF_PRIMARY","Female_BUYWOOD_DUMMY","Female_GATHERWOOD_DUMMY","Female_TotalAsset"
"229","2002-02-12 10:57","White","B",212,"No","Yes but I don`t know the phone number",NA,"Respondent",40,"Wood","Yes",7,"Yes","Yes","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","None","02-Feb-12","Kabarama","2002-02-12","No Message",1.98807157057654,3.18091451292247,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1",1,1,0,0,83.53,1,0,0,0,40,1,1,1,1,7,0,1,0,0,1,0,0,1,1,1,1,83.53
"230","2002-02-12 10:59","Yellow","H",233,"No","No",NA,"Spouse",82,"Wood","Yes",3,"Yes","No","Yes","Yes","None","None","Respondent & Spouse Jointly","good","02-Feb-12","Kabarama","2002-02-12","Improves Health",7.95228628230616,7.95228628230616,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","Yes","No","Yes","Yes","None","Spouse","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"None",0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,"1",1,1,0,0,13.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","2002-02-12 10:47","Pink","V",268,"No","No",NA,"Spouse",68,"Wood","Yes",7,"No","No","Yes","Yes","None","None","Respondent & Spouse Jointly","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",5.96421471172962,5.96421471172962,NA,NA,NA,"Male","Married (polygamous)","Yes","Cash only","Self-employed","All year","Participant does not own phone","Spouse does not own phone","Yes","0-5 cows","None","No","Yes","Wood","No","No","Yes","Yes","None","Spouse","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"None",0,0,0,1,0,1,0,2,1,0,1,1,1,1,1,1,1,"1",1,1,1,0,770.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","2002-02-12 11:05","Pink","E",220,"Yesnonumber","No",NA,"Spouse",32,"Wood","Yes",2,"No","No","Yes","Yes","None","None","Respondent & Spouse Jointly","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",5.96421471172962,7.95228628230616,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Spouse","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"None",0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,"1",1,1,0,0,48.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","2002-02-12 11:10","Pink","L",243,"No","Yes but I don`t know the phone number",NA,"Respondent",24,"Wood","Yes",4,"Yes","Yes","No","No","Bicycle","None","Spouse","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",5.96421471172962,4.7713717693837,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","No","No","None","Respondent","Wife","Spouse","Husband","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,"1",1,1,0,0,83.53,0,0,1,0,24,1,1,0,1,4,0,1,0,0,1,0,0,1,1,1,0,83.53
"234","2002-02-12 10:22","Orange","R",258,"Yes","No",NA,"Spouse",26,"Wood","No",NA,"No","No","Yes","Yes","None","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",7.95228628230616,15.9045725646123,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash and in-kind","Non-family member","Seasonal","Participant owns phone","Spouse does not own phone","No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Spouse","Wife","Respondent","Husband",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"None",0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,NA,1,1,0,0,34.26,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"235","2002-02-12 12:54","Pink","R",259,"Yes","No",NA,"Spouse",64,"Wood","Yes",6,"Yes","Yes","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",7.95228628230616,9.9403578528827,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse does not own phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Spouse","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Bicycle",1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"1",1,1,0,0,117.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","2002-02-12 12:40","Pink","I",235,"Yes","Yes I can enter the phone number",NA,"Respondent",35,"Wood","Yes",5,"No","No","Yes","Yes","Car","Charcoal Stove","Spouse","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",11.9284294234592,23.8568588469185,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"Car","Yes","Yes","Wood","No","No","Yes","Yes","Charcoal Stove","Respondent","Wife","Spouse","Husband","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Car",0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,"0",1,1,0,1,4691.97,0,0,1,0,35,1,1,0,1,5,1,1,0,1,1,0,1,1,0,0,1,4691.97
"237","2002-02-12 10:35","Orange","P",252,"Yes",NA,NA,"Respondent",50,"Wood","Yes",8,"No","Yes","Yes","Yes","Bicycle","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",3.97614314115308,5.96421471172962,NA,NA,NA,"Female","Widow or Widower","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone",NA,"No",NA,"Bicycle","No","Yes","Wood","No","Yes","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,"1",1,1,0,0,117.79,0,0,0,1,50,0,1,0,1,8,1,1,0,0,1,0,0,1,1,1,1,117.79
"238","2002-02-12 11:24","Yellow","O",251,"Yes","No",NA,"Spouse",34,"Wood","Yes",6,"No","No","Yes","Yes","None","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Improves Health",3.97614314115308,7.95228628230616,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash and in-kind","Self-employed","Seasonal","Participant owns phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Spouse","Wife","Respondent","Husband","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"None",0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,"1",1,1,0,0,48.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","2002-02-12 10:24","White","D",219,"Yes","Yes but I don`t know the phone number",NA,"Respondent",42,"Wood","Yes",6,"No","No","Yes","Yes","Bicycle","Built-in Mud Stove","Respondent & Spouse Jointly","ok","02-Feb-12","Kabarama","2002-02-12","No Message",7.95228628230616,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone","Spouse owns phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","No","Yes","Yes","Built-in Mud Stove","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,2,1,1,1,1,1,1,0,1,1,"1",1,1,1,0,874.48,1,0,0,0,42,1,1,1,1,6,2,1,0,0,1,1,0,1,0,0,1,874.48
"240","2002-02-12 10:30","Yellow","V",270,"Yes","Yes I can enter the phone number","1","Respondent",28,"Wood","Yes",3,"No","Yes","Yes","Yes","None","Built-in Mud Stove","Respondent & Spouse Jointly","ok","02-Feb-12","Kabarama","2002-02-12","Improves Health",5.96421471172962,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","No",NA,NA,NA,"Participant owns phone","Spouse owns phone","No",NA,"None","No","Yes","Wood","No","Yes","Yes","Yes","Built-in Mud Stove","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,1,1,1,1,2,1,1,1,0,1,1,0,0,1,"1",NA,0,0,0,48.09,0,1,0,0,28,1,1,1,1,3,2,0,0,0,1,0,0,1,0,1,1,48.09
"241","2002-02-12 11:47","Orange","I",234,"Yes","No",NA,"Spouse",26,"Wood","No",NA,"Yes","Yes","Yes","Yes","Bicycle","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",3.97614314115308,7.95228628230616,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash only","Self-employed","Seasonal","Participant owns phone","Spouse does not own phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Spouse","Wife","Respondent","Husband",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Bicycle",1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,NA,1,1,0,0,117.79,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0
"242","2002-02-12 12:49","Yellow","T",264,"Yes",NA,NA,"Other",20,"Wood","Yes",4,"No","No","Yes","Yes","None","None","Father or Mother","none","02-Feb-12","Kabarama","2002-02-12","Improves Health",5.96421471172962,7.95228628230616,NA,NA,NA,"Male","Single (never married)","Yes","Cash only","Non-family member","All year","Participant owns phone",NA,"No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Other","Other","Father or Mother","Father or Mother","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"None",0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,"1",1,1,0,0,48.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","2002-02-12 13:11","Yellow","J",239,"No","No",NA,"Respondent",36,"Wood","Yes",8,"No","No","Yes","Yes","None","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Improves Health",7.95228628230616,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,"1",1,1,0,0,13.83,0,1,0,0,36,1,1,0,1,8,0,1,0,0,1,0,0,1,1,0,1,13.83
"244","2002-02-12 10:40","Pink","O",249,"Yesnonumber","No",NA,"Spouse",58,"Wood","Yes",6,"No","No","Yes","Yes","Bicycle","None","Respondent","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",3.97614314115308,5.96421471172962,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse does not own phone","No",NA,"Bicycle","No","No","Wood","No","No","Yes","Yes","None","Spouse","Wife","Respondent","Husband","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Bicycle",1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,"1",1,1,0,0,103.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","2002-02-12 12:57","White","G",229,"Yes","No",NA,"Respondent",52,"Wood","Yes",12,"Yes","Yes","No","No","Bicycle","Built-in Mud Stove","Respondent & Spouse Jointly","ok","02-Feb-12","Kabarama","2002-02-12","No Message",11.9284294234592,15.9045725646123,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone","Spouse does not own phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","Yes","Yes","No","No","Built-in Mud Stove","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"0",1,1,1,0,874.48,1,0,0,0,52,1,1,1,1,12,1,1,0,0,1,1,0,1,0,1,0,874.48
"246","2002-02-12 11:26","Orange","D",217,"No","Yes but I don`t know the phone number",NA,"Respondent",36,"Wood","Yes",4,"Yes","Yes","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",5.96421471172962,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","Seasonal","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,"0",1,1,0,0,83.53,0,0,0,1,36,1,1,1,1,4,0,1,0,0,1,0,0,1,1,1,1,83.53
"247","2002-02-12 10:33","Pink","U",265,"Yes","No",NA,"Spouse",32,"Wood","Yes",3,"Yes","Yes","Yes","Yes","Motorcycle","Charcoal Stove","Respondent","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",11.9284294234592,19.8807157057654,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash only","Non-family member","All year","Participant owns phone","Spouse does not own phone","No",NA,"Motorcycle","No","Yes","Wood","Yes","Yes","Yes","Yes","Charcoal Stove","Spouse","Wife","Respondent","Husband","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Motorcycle",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,"0",1,1,0,0,831.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","2002-02-12 11:09","White","U",266,"Yes","Yes I can enter the phone number",NA,"Respondent",56,"Wood","Yes",5,"No","No","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","ok","02-Feb-12","Kabarama","2002-02-12","No Message",7.95228628230616,11.9284294234592,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"0",1,1,0,0,117.79,1,0,0,0,56,1,1,1,1,5,1,1,0,0,1,0,0,1,1,0,1,117.79
"249","2002-02-12 12:45","Yellow","B",213,"Yes",NA,NA,"Other",28,"Wood","Yes",5,"Yes","Yes","No","No","Bicycle","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Improves Health",11.9284294234592,15.9045725646123,NA,NA,NA,"Male","Single (never married)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone",NA,"No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","No","No","None","Other","Other","Respondent","Husband","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Bicycle",1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,"0",1,1,0,0,117.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","2002-02-12 11:37","White","X",275,"No","No",NA,"Spouse",41,"Wood","Yes",7,"Yes","Yes","Yes","Yes","None","None","Respondent & Spouse Jointly","ok","02-Feb-12","Kabarama","2002-02-12","No Message",1.98807157057654,5.96421471172962,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Spouse","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"None",0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,"1",1,1,0,0,13.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","2002-02-12 10:53","Yellow","A",209,"Yes","Yes but I don`t know the phone number",NA,"Respondent",49,"Wood","Yes",5,"Yes","Yes","No","No","Bicycle","Built-in Mud Stove","Respondent & Spouse Jointly","none","02-Feb-12","Kabarama","2002-02-12","Improves Health",5.96421471172962,5.56660039761431,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","No","No","Built-in Mud Stove","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had more than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,"0",1,1,0,0,117.79,0,1,0,0,49,1,1,1,1,5,1,1,0,0,1,0,0,1,0,1,0,117.79
"252","2002-02-12 10:58","White","V",269,"Yes",NA,NA,"Respondent",50,"Wood","Yes",4,"Yes","Yes","Yes","Yes","Bicycle","Built-in Mud Stove","Respondent","She was so happy","02-Feb-12","Kabarama","2002-02-12","No Message",3.97614314115308,NA,NA,NA,NA,"Female","Widow or Widower","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone",NA,"Yes","0-5 cows","Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","Built-in Mud Stove","Respondent","Wife","Respondent","Wife","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,1,1,1,2,1,0,0,1,1,0,0,1,1,"0",1,1,1,0,874.48,1,0,0,0,50,0,1,0,1,4,2,1,0,0,1,1,0,1,0,1,1,874.48
"253","2002-02-12 11:48","White","L",244,"Yes","Yes I can enter the phone number","1","Respondent",45,"Wood","Yes",5,"No","Yes","No","No","Bicycle","Built-in Mud Stove","Respondent & Spouse Jointly","Good","02-Feb-12","Kabarama","2002-02-12","No Message",5.96421471172962,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Self-employed","All year","Participant owns phone","Spouse owns phone","Yes","0-5 cows","Bicycle","No","Yes","Wood","No","Yes","No","No","Built-in Mud Stove","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Bicycle",1,0,0,1,1,0,1,2,1,1,1,1,1,1,0,1,1,"0",1,1,1,0,874.48,1,0,0,0,45,1,1,1,1,5,2,1,0,0,1,1,0,1,0,1,0,874.48
"255","2002-02-12 11:36","Orange","T",262,"Yes","Yes I can enter the phone number",NA,"Respondent",26,"Wood","Yes",10,"No","No","Yes","Yes","None","None","Respondent & Spouse Jointly","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",3.97614314115308,4.7713717693837,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","All year","Participant owns phone","Spouse owns phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"None",0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"1",1,1,0,0,48.09,0,0,0,1,26,1,1,1,1,10,1,1,0,0,1,0,0,1,1,0,1,48.09
"256","2002-02-12 12:44","Orange","M",245,"No","No",NA,"Respondent",38,"Wood","Yes",6,"No","No","Yes","Yes","None","None","Respondent & Spouse Jointly","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",NA,11.9284294234592,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Family member","All year","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,"1",1,1,0,0,13.83,0,0,0,1,38,1,1,1,1,6,0,1,0,0,1,0,0,1,1,0,1,13.83
"257","2002-02-12 10:43","Orange","J",236,"No","No",NA,"Respondent",40,"Wood","Yes",9,"No","No","Yes","Yes","None","None","Respondent","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",1.98807157057654,3.97614314115308,NA,NA,NA,"Female","Married (polygamous)","Yes","Cash and in-kind","Self-employed","Seasonal","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","No","Wood","No","No","Yes","Yes","None","Respondent","Wife","Respondent","Wife","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,"1",1,1,0,0,0,0,0,0,1,40,1,1,0,1,9,0,1,0,0,0,0,0,1,1,0,1,0
"258","2002-02-12 10:22","Pink","A",207,"Yes","No","1","Spouse",45,"Wood","Yes",4,"No","No","Yes","Yes","Bicycle","None","Respondent","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",11.9284294234592,15.9045725646123,NA,NA,NA,"Male","Married (monogamous)","Yes","Cash only","Self-employed","Seasonal","Participant owns phone","Spouse does not own phone","No",NA,"Bicycle","No","Yes","Wood","No","No","Yes","Yes","None","Spouse","Wife","Respondent","Husband","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"Bicycle",1,0,0,1,0,1,0,2,1,1,1,0,1,0,1,1,1,"0",1,1,0,0,117.79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","2002-02-12 11:08","Orange","W",271,"No","Yes but I don`t know the phone number",NA,"Respondent",24,"Wood","Yes",4,"Yes","Yes","Yes","Yes","Bicycle","None","Respondent & Spouse Jointly","none","02-Feb-12","Kabarama","2002-02-12","Saves Time and Money",5.96421471172962,7.95228628230616,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash and in-kind","Family member","Seasonal","Participant does not own phone","Spouse owns phone","No",NA,"Bicycle","No","Yes","Wood","Yes","Yes","Yes","Yes","None","Respondent","Wife","Respondent & Spouse Jointly","Wife & Husband Jointly","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"Bicycle",1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,"1",1,1,0,0,83.53,0,0,0,1,24,1,1,1,1,4,0,1,0,0,1,0,0,1,1,1,1,83.53
"260","2002-02-12 10:28","Pink","C",214,"No","No",NA,"Children",57,"Wood","Yes",8,"No","No","Yes","Yes","None","None","Respondent & Spouse Jointly","no","02-Feb-12","Kabarama","2002-02-12","Time, Money and Health",5.96421471172962,9.54274353876739,NA,NA,NA,"Female","Married (monogamous)","Yes","Cash only","Self-employed","Occasional","Participant does not own phone","Spouse does not own phone","No",NA,"None","No","Yes","Wood","No","No","Yes","Yes","None","Children","Children","Respondent & Spouse Jointly","Wife & Husband Jointly","No we had less than usual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"None",0,0,0,1,0,1,0,2,1,1,1,0,0,1,1,1,1,"0",1,1,0,0,13.83,0,0,1,0,57,1,0,1,1,8,2,1,0,0,1,0,0,1,1,0,1,13.83
